work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021,Deep Learning,DL/AI,JPY,158357,1441.0487,CN,EN,PT,Hybrid,JP,M
2021,Data Engineer,Data Engineer,us dolars,44538,44538.0,JP,EN,FT,Hybrid,US,L
2022,Data Analyst,Analysis,us dolars,173043,173043.0,CN,EX,PT,In-person,CN,S
2022,Machine Learning,ML/AI,INR,129821,1622.7625,DE,EN,PT,Hybrid,IN,M
2021,AI Engineer,CV/AI,INR,68655,919.977,UK,EN,FT,Hybrid,IN,S
2021,Statistician,Analysis ,us dolars,90784,90784.0,DE,MI,PT,Hybrid,MX,L
2021,AI Engineer,CV/AI,GBP,152547,210514.86,MX,EX,CT,Hybrid,UK,L
2022,Data Engineer,Data Engineer,GBP,148177,182257.71,MX,EX,FL,Hybrid,UK,S
2022,Statistician,Analysis ,us dolars,198482,198482.0,MX,EX,CT,Remote,CN,S
2020,Deep Learning,DL/AI,us dolars,120982,120982.0,JP,SE,CT,In-person,US,S
2020,Machine Learning,ML/AI,us dolars,182775,182775.0,DE,EX,CT,In-person,CN,S
2021,Data Analyst,Analysis,EUR,74191,90513.02,US,MI,FT,Hybrid,DE,S
2022,AI Engineer,CV/AI,us dolars,84112,84112.0,JP,MI,PT,In-person,US,M
2022,Data Scientist,Data Science,JPY,41399,356.0314,IN,EN,CT,Hybrid,JP,M
2022,Statistician,Analysis ,us dolars,134365,134365.0,DE,SE,CT,Remote,MX,L
2021,Data Scientist,Data Science,INR,42685,571.979,CN,EN,PT,Hybrid,IN,M
2020,Statistician,Analysis ,GBP,117777,153110.1,UK,EX,FT,In-person,UK,M
2021,Data Analyst,Analysis,us dolars,34487,34487.0,DE,EN,CT,Remote,US,L
2020,Deep Learning,DL/AI,us dolars,42018,42018.0,UK,EN,PT,Remote,US,S
2020,Deep Learning,DL/AI,JPY,191897,1803.8318000000002,MX,EN,PT,Hybrid,JP,L
2021,Machine Learning,ML/AI,us dolars,168822,168822.0,MX,EX,FL,In-person,MX,S
2020,Statistician,Analysis ,us dolars,113220,113220.0,US,SE,CT,Hybrid,MX,M
2020,AI Engineer,CV/AI,EUR,73118,86279.23999999999,IN,MI,CT,Remote,DE,M
2022,Data Scientist,Data Science,us dolars,89615,89615.0,CN,MI,FL,Remote,MX,S
2020,AI Engineer,CV/AI,EUR,109946,129736.28,JP,SE,PT,In-person,DE,M
2021,Data Analyst,Analysis,us dolars,151869,151869.0,JP,EX,PT,Hybrid,MX,S
2021,Data Scientist,Data Science,us dolars,45105,45105.0,IN,EN,CT,In-person,MX,S
2020,Deep Learning,DL/AI,INR,179985,2429.7975,US,EN,CT,Remote,IN,S
2022,AI Engineer,CV/AI,us dolars,131564,131564.0,US,SE,FL,In-person,CN,L
2022,Data Engineer,Data Engineer,us dolars,77342,77342.0,MX,MI,CT,Remote,CN,M
2020,Statistician,Analysis ,GBP,142016,184620.80000000002,DE,EX,CT,In-person,UK,M
2020,Data Scientist,Data Science,EUR,90506,106797.07999999999,US,SE,FT,In-person,DE,S
2021,Data Engineer,Data Engineer,EUR,54967,67059.74,DE,MI,FL,In-person,DE,S
2020,Data Analyst,Analysis,EUR,66023,77907.14,UK,MI,PT,Hybrid,DE,S
2022,Statistician,Analysis ,us dolars,84288,84288.0,IN,MI,CT,In-person,CN,M
2020,Data Scientist,Data Science,us dolars,154939,154939.0,UK,EX,PT,In-person,US,S
2021,AI Engineer,CV/AI,us dolars,131541,131541.0,UK,SE,CT,Hybrid,MX,M
2021,Data Scientist,Data Science,us dolars,56622,56622.0,UK,MI,FT,Remote,MX,S
2021,AI Engineer,CV/AI,EUR,75201,91745.22,UK,MI,FL,Remote,DE,S
2021,Statistician,Analysis ,us dolars,46350,46350.0,JP,EN,FL,Remote,CN,M
2021,AI Engineer,CV/AI,JPY,84820,771.8620000000001,US,EN,PT,Remote,JP,S
2020,Data Analyst,Analysis,us dolars,78709,78709.0,IN,MI,FT,In-person,CN,S
2020,Machine Learning,ML/AI,INR,118232,1596.132,IN,EN,PT,In-person,IN,S
2020,Data Analyst,Analysis,EUR,188542,222479.56,CN,EX,FT,In-person,DE,M
2020,Statistician,Analysis ,GBP,191961,249549.30000000002,UK,EX,CT,In-person,UK,S
2021,Statistician,Analysis ,us dolars,171296,171296.0,IN,EX,CT,Remote,US,M
2022,Data Scientist,Data Science,us dolars,166537,166537.0,MX,EX,FT,In-person,MX,S
2020,Data Analyst,Analysis,JPY,112418,1056.7292,DE,EN,CT,Remote,JP,S
2022,Data Analyst,Analysis,us dolars,127739,127739.0,IN,SE,FL,Hybrid,CN,S
2020,Data Engineer,Data Engineer,INR,85214,1150.389,MX,EN,FT,In-person,IN,M
2020,Data Engineer,Data Engineer,us dolars,164016,164016.0,UK,EX,FT,Remote,US,M
2022,Data Engineer,Data Engineer,JPY,54336,467.2896,IN,EN,PT,Hybrid,JP,M
2021,AI Engineer,CV/AI,us dolars,68624,68624.0,US,MI,FT,In-person,US,S
2020,Data Engineer,Data Engineer,INR,95206,1285.281,UK,EN,PT,In-person,IN,S
2020,Data Analyst,Analysis,INR,74764,1009.314,JP,EN,FT,In-person,IN,S
2020,Machine Learning,ML/AI,EUR,124325,146703.5,MX,SE,FL,Remote,DE,M
2022,Statistician,Analysis ,GBP,75420,92766.6,US,MI,FL,Remote,UK,S
2021,Data Scientist,Data Science,EUR,134381,163944.82,IN,EX,FL,In-person,DE,S
2022,Data Engineer,Data Engineer,us dolars,95671,95671.0,JP,MI,PT,In-person,CN,M
2022,Statistician,Analysis ,us dolars,176845,176845.0,CN,EX,PT,Hybrid,MX,M
2021,Data Analyst,Analysis,us dolars,137596,137596.0,US,SE,CT,In-person,US,S
2022,Data Scientist,Data Science,EUR,56447,60398.29,CN,MI,PT,In-person,DE,M
2021,Statistician,Analysis ,INR,165105,2212.407,DE,EN,PT,Hybrid,IN,M
2020,Data Scientist,Data Science,INR,50497,681.7095,US,EN,FL,In-person,IN,L
2021,Data Engineer,Data Engineer,INR,109714,1470.1676,JP,EN,FT,Hybrid,IN,L
2020,Data Analyst,Analysis,EUR,156892,185132.56,CN,EX,PT,In-person,DE,M
2022,Data Scientist,Data Science,us dolars,182050,182050.0,DE,EX,CT,Remote,MX,L
2022,Statistician,Analysis ,us dolars,173954,173954.0,CN,EX,FT,In-person,CN,S
2020,Data Engineer,Data Engineer,us dolars,178017,178017.0,IN,EX,PT,Remote,CN,M
2022,Data Engineer,Data Engineer,JPY,89870,772.882,UK,EN,FT,In-person,JP,S
2021,Statistician,Analysis ,EUR,179667,219193.74,CN,EX,FT,Remote,DE,S
2020,Statistician,Analysis ,EUR,127847,150859.46,IN,EX,FT,Hybrid,DE,S
2022,Data Scientist,Data Science,EUR,126134,134963.38,UK,SE,FT,Remote,DE,S
2020,Deep Learning,DL/AI,EUR,196521,231894.78,UK,EX,FT,Hybrid,DE,L
2021,Data Engineer,Data Engineer,INR,131110,1756.874,JP,EN,PT,In-person,IN,S
2021,Data Scientist,Data Science,us dolars,179711,179711.0,MX,EX,FT,In-person,MX,M
2022,Statistician,Analysis ,GBP,101918,125359.14,DE,SE,FT,Hybrid,UK,M
2021,Data Scientist,Data Science,EUR,33159,40453.979999999996,MX,EN,CT,Hybrid,DE,S
2020,Statistician,Analysis ,EUR,101192,119406.56,DE,SE,CT,In-person,DE,S
2021,Data Analyst,Analysis,GBP,96988,133843.44,US,SE,FT,Remote,UK,M
2020,Statistician,Analysis ,EUR,137739,162532.02,IN,EX,PT,Hybrid,DE,M
2020,Statistician,Analysis ,us dolars,48706,48706.0,JP,EN,CT,In-person,MX,S
2021,Statistician,Analysis ,GBP,170934,235888.91999999998,CN,EX,CT,Hybrid,UK,L
2022,Machine Learning,ML/AI,INR,40219,502.7375,IN,EN,FT,In-person,IN,L
2021,Statistician,Analysis ,JPY,119017,1083.0547000000001,CN,EN,PT,Hybrid,JP,L
2020,Data Engineer,Data Engineer,EUR,64536,76152.48,MX,MI,FL,Hybrid,DE,L
2020,Data Engineer,Data Engineer,JPY,101632,955.3408000000001,CN,EN,PT,Hybrid,JP,L
2021,Data Scientist,Data Science,EUR,138798,169333.56,MX,EX,CT,Remote,DE,M
2022,AI Engineer,CV/AI,us dolars,63937,63937.0,MX,MI,CT,Remote,US,M
2022,Data Scientist,Data Science,us dolars,51094,51094.0,CN,MI,CT,In-person,MX,S
2020,Data Engineer,Data Engineer,us dolars,155312,155312.0,US,EX,CT,Hybrid,CN,S
2020,Data Engineer,Data Engineer,us dolars,134894,134894.0,MX,SE,CT,Hybrid,US,M
2022,Data Analyst,Analysis,INR,147118,1838.9750000000001,US,EN,FT,Hybrid,IN,M
2021,Statistician,Analysis ,JPY,188996,1719.8636000000001,JP,EN,FT,In-person,JP,M
2020,Data Engineer,Data Engineer,JPY,113325,1065.255,US,EN,FT,Remote,JP,S
2020,Data Scientist,Data Science,GBP,161195,209553.5,JP,EX,CT,Remote,UK,M
2022,Data Scientist,Data Science,us dolars,101445,101445.0,US,SE,FT,Hybrid,MX,M
2021,Statistician,Analysis ,GBP,61854,85358.51999999999,DE,MI,CT,Hybrid,UK,S
2022,Statistician,Analysis ,EUR,90796,97151.72,JP,MI,PT,Hybrid,DE,M
2021,Data Analyst,Analysis,GBP,99432,137216.16,DE,SE,FL,Hybrid,UK,S
2021,Deep Learning,DL/AI,GBP,47111,65013.17999999999,MX,MI,PT,In-person,UK,L
2021,Data Scientist,Data Science,JPY,102575,933.4325,DE,EN,FL,In-person,JP,L
2020,Statistician,Analysis ,us dolars,140380,140380.0,JP,SE,FT,Hybrid,US,M
2022,Data Scientist,Data Science,JPY,54099,465.2514,IN,EN,FL,Hybrid,JP,M
2022,Statistician,Analysis ,us dolars,138871,138871.0,MX,SE,PT,In-person,MX,M
2021,Data Engineer,Data Engineer,GBP,45029,62140.02,MX,MI,PT,In-person,UK,M
2020,Data Scientist,Data Science,EUR,192883,227601.94,UK,EX,FL,Remote,DE,L
2020,Data Engineer,Data Engineer,us dolars,45793,45793.0,US,EN,PT,In-person,US,L
2022,Data Scientist,Data Science,GBP,78106,96070.38,CN,MI,FT,In-person,UK,M
2020,Machine Learning,ML/AI,GBP,115662,150360.6,US,EX,PT,Hybrid,UK,S
2020,Data Analyst,Analysis,us dolars,162044,162044.0,CN,EX,FL,In-person,CN,S
2021,Data Engineer,Data Engineer,EUR,161432,196947.04,IN,EX,FT,Remote,DE,L
2020,Statistician,Analysis ,EUR,163704,193170.72,UK,EX,FL,Hybrid,DE,S
2021,AI Engineer,CV/AI,GBP,197030,271901.39999999997,IN,EX,CT,Hybrid,UK,M
2022,Data Scientist,Data Science,GBP,110882,136384.86,UK,SE,CT,In-person,UK,M
2020,Data Engineer,Data Engineer,JPY,143858,1352.2652,JP,EN,FT,In-person,JP,M
2022,Data Scientist,Data Science,INR,179080,2238.5,JP,EN,FT,Hybrid,IN,M
2022,Data Scientist,Data Science,EUR,107656,115191.92000000001,CN,SE,PT,Hybrid,DE,M
2020,Data Scientist,Data Science,us dolars,191355,191355.0,DE,EX,FL,In-person,MX,S
2020,Data Analyst,Analysis,EUR,80908,95471.43999999999,DE,MI,CT,In-person,DE,S
2022,Data Analyst,Analysis,us dolars,168890,168890.0,CN,EX,PT,In-person,MX,L
2020,Statistician,Analysis ,us dolars,60579,60579.0,JP,MI,CT,Hybrid,MX,L
2021,Data Engineer,Data Engineer,us dolars,85178,85178.0,CN,MI,PT,In-person,CN,S
2021,AI Engineer,CV/AI,JPY,143204,1303.1564,DE,EN,PT,In-person,JP,S
2020,AI Engineer,CV/AI,us dolars,125373,125373.0,CN,SE,CT,In-person,US,L
2022,Deep Learning,DL/AI,us dolars,162047,162047.0,JP,EX,PT,Hybrid,CN,M
2020,Data Scientist,Data Science,us dolars,46265,46265.0,IN,EN,CT,Remote,CN,L
2020,Data Analyst,Analysis,us dolars,93518,93518.0,US,MI,FT,In-person,US,L
2022,Data Engineer,Data Engineer,us dolars,165390,165390.0,JP,EX,FL,In-person,US,S
2022,Data Scientist,Data Science,EUR,150611,161153.77000000002,CN,EX,PT,Hybrid,DE,L
2021,Data Analyst,Analysis,INR,196153,2628.4502,JP,EN,CT,Hybrid,IN,L
2022,Data Analyst,Analysis,INR,145475,1818.4375,JP,EN,CT,In-person,IN,S
2021,Data Engineer,Data Engineer,us dolars,134968,134968.0,DE,SE,FL,Remote,MX,M
2022,Data Engineer,Data Engineer,JPY,141686,1218.4996,CN,EN,FL,Remote,JP,M
2020,Data Engineer,Data Engineer,us dolars,106377,106377.0,DE,SE,FL,In-person,MX,M
2021,Data Scientist,Data Science,us dolars,121671,121671.0,CN,SE,PT,In-person,US,S
2021,Statistician,Analysis ,us dolars,173499,173499.0,DE,EX,CT,Hybrid,US,L
2021,Data Engineer,Data Engineer,GBP,132263,182522.93999999997,DE,EX,PT,In-person,UK,M
2020,Statistician,Analysis ,JPY,186237,1750.6278,IN,EN,PT,In-person,JP,L
2020,Data Scientist,Data Science,us dolars,151359,151359.0,JP,EX,FT,Hybrid,CN,S
2020,Statistician,Analysis ,us dolars,128844,128844.0,IN,SE,FL,Hybrid,CN,M
2020,Machine Learning,ML/AI,JPY,94927,892.3138,DE,EN,FT,Hybrid,JP,M
2020,Statistician,Analysis ,EUR,103170,121740.59999999999,IN,SE,FT,Remote,DE,L
2021,Data Engineer,Data Engineer,EUR,106150,129503.0,MX,SE,PT,Remote,DE,S
2020,Data Scientist,Data Science,JPY,54866,515.7404,MX,EN,PT,In-person,JP,S
2021,Data Engineer,Data Engineer,INR,40282,539.7788,JP,EN,CT,Hybrid,IN,L
2020,AI Engineer,CV/AI,JPY,181391,1705.0754000000002,JP,EN,FT,In-person,JP,L
2022,Data Engineer,Data Engineer,INR,197798,2472.4750000000004,DE,EN,FL,In-person,IN,M
2021,Data Engineer,Data Engineer,EUR,45412,55402.64,JP,MI,FT,Remote,DE,M
2022,Data Engineer,Data Engineer,us dolars,154135,154135.0,IN,EX,CT,Remote,MX,M
2021,Data Analyst,Analysis,JPY,150019,1365.1729,UK,EN,FT,In-person,JP,M
2022,Machine Learning,ML/AI,INR,54583,682.2875,JP,EN,FT,Hybrid,IN,L
2020,Data Engineer,Data Engineer,GBP,91922,119498.6,IN,SE,FT,Remote,UK,L
2020,Data Engineer,Data Engineer,GBP,36185,47040.5,MX,EN,CT,Remote,UK,M
2020,Data Engineer,Data Engineer,JPY,116348,1093.6712,MX,EN,FT,Remote,JP,L
2021,Data Scientist,Data Science,us dolars,121368,121368.0,IN,SE,PT,In-person,US,S
2022,Data Analyst,Analysis,JPY,47423,407.8378,MX,EN,FT,Remote,JP,L
2020,Data Scientist,Data Science,EUR,81268,95896.23999999999,IN,MI,PT,Hybrid,DE,S
2022,Data Analyst,Analysis,EUR,142692,152680.44,JP,EX,FT,Remote,DE,S
2022,Data Engineer,Data Engineer,GBP,197858,243365.34,UK,EX,PT,In-person,UK,S
2020,Machine Learning,ML/AI,INR,125201,1690.2135,DE,EN,FT,In-person,IN,M
2020,Statistician,Analysis ,GBP,113744,147867.2,DE,SE,FL,In-person,UK,S
2022,Statistician,Analysis ,INR,148222,1852.775,JP,EN,PT,In-person,IN,S
2020,Data Engineer,Data Engineer,us dolars,118590,118590.0,JP,SE,FL,Hybrid,MX,M
2020,Data Scientist,Data Science,JPY,191549,1800.5606,MX,EN,PT,In-person,JP,S
2020,Deep Learning,DL/AI,us dolars,152942,152942.0,US,EX,FT,In-person,US,L
2021,Data Analyst,Analysis,EUR,164643,200864.46,CN,EX,CT,Hybrid,DE,M
2022,Data Engineer,Data Engineer,JPY,49576,426.35360000000003,UK,EN,FT,In-person,JP,L
2022,Machine Learning,ML/AI,GBP,149641,184058.43,IN,EX,CT,In-person,UK,M
2021,AI Engineer,CV/AI,us dolars,170752,170752.0,CN,EX,FL,In-person,CN,M
2022,Data Analyst,Analysis,us dolars,186778,186778.0,IN,EX,CT,Remote,CN,M
2020,Machine Learning,ML/AI,JPY,145042,1363.3948,CN,EN,CT,Hybrid,JP,L
2022,Data Scientist,Data Science,us dolars,163846,163846.0,DE,EX,CT,Remote,US,M
2020,Data Scientist,Data Science,INR,178044,2403.594,CN,EN,CT,Remote,IN,M
2021,Data Scientist,Data Science,us dolars,175120,175120.0,JP,EX,FL,In-person,MX,L
2020,Deep Learning,DL/AI,us dolars,128908,128908.0,UK,SE,CT,Hybrid,US,S
2022,Data Scientist,Data Science,GBP,138724,170630.52,DE,EX,FT,Hybrid,UK,S
2022,Data Analyst,Analysis,us dolars,110225,110225.0,MX,SE,PT,In-person,US,M
2022,AI Engineer,CV/AI,EUR,112273,120132.11,CN,SE,PT,In-person,DE,S
2021,Statistician,Analysis ,us dolars,156170,156170.0,UK,EX,FT,Remote,CN,L
2021,AI Engineer,CV/AI,us dolars,128737,128737.0,JP,SE,FL,In-person,US,L
2022,Data Analyst,Analysis,JPY,126537,1088.2182,MX,EN,FT,Hybrid,JP,L
2020,Statistician,Analysis ,INR,87602,1182.627,IN,EN,FT,In-person,IN,M
2021,Deep Learning,DL/AI,EUR,96403,117611.66,MX,SE,CT,In-person,DE,S
2022,Data Scientist,Data Science,EUR,57182,61184.740000000005,US,MI,CT,In-person,DE,L
2022,Data Engineer,Data Engineer,EUR,109876,117567.32,UK,SE,FL,In-person,DE,S
2021,Data Engineer,Data Engineer,GBP,77059,106341.42,IN,SE,FL,In-person,UK,L
2021,Data Scientist,Data Science,GBP,169859,234405.41999999998,UK,EX,PT,In-person,UK,M
2021,Data Engineer,Data Engineer,JPY,30393,276.5763,UK,EN,FL,In-person,JP,L
2020,Data Engineer,Data Engineer,INR,91775,1238.9625,UK,EN,FT,In-person,IN,S
2020,Data Scientist,Data Science,us dolars,173128,173128.0,JP,EX,PT,Hybrid,US,S
2022,Data Scientist,Data Science,JPY,189501,1629.7086,DE,EN,PT,In-person,JP,S
2021,Machine Learning,ML/AI,GBP,75909,104754.42,UK,SE,CT,In-person,UK,M
2020,AI Engineer,CV/AI,JPY,82906,779.3164,JP,EN,CT,In-person,JP,L
2021,Data Scientist,Data Science,INR,127435,1707.6290000000001,US,EN,PT,Hybrid,IN,M
2022,Data Analyst,Analysis,JPY,116290,1000.094,DE,EN,CT,Hybrid,JP,M
2020,Data Engineer,Data Engineer,us dolars,74389,74389.0,JP,MI,CT,Remote,MX,S
2020,Deep Learning,DL/AI,us dolars,50905,50905.0,MX,MI,CT,Remote,CN,S
2020,Data Engineer,Data Engineer,us dolars,87557,87557.0,US,MI,PT,Hybrid,CN,M
2022,Statistician,Analysis ,EUR,146814,157090.98,MX,EX,PT,Remote,DE,M
2021,Data Scientist,Data Science,us dolars,114752,114752.0,DE,SE,PT,Remote,US,L
2020,Data Analyst,Analysis,us dolars,34574,34574.0,JP,EN,FT,In-person,MX,S
2022,Statistician,Analysis ,GBP,118291,145497.93,US,SE,PT,Remote,UK,S
2021,Statistician,Analysis ,us dolars,126777,126777.0,JP,SE,CT,Hybrid,MX,S
2022,Statistician,Analysis ,GBP,54737,67326.51,US,MI,PT,Hybrid,UK,L
2021,Data Scientist,Data Science,us dolars,53390,53390.0,UK,MI,FT,Hybrid,CN,L
2022,Deep Learning,DL/AI,INR,121612,1520.15,UK,EN,CT,Hybrid,IN,S
2021,Data Scientist,Data Science,INR,82330,1103.222,DE,EN,FL,In-person,IN,S
2020,AI Engineer,CV/AI,INR,101082,1364.607,US,EN,PT,Remote,IN,M
2021,Statistician,Analysis ,GBP,182352,251645.75999999998,UK,EX,PT,In-person,UK,M
2022,Statistician,Analysis ,EUR,51037,54609.590000000004,DE,MI,FL,In-person,DE,L
2022,Data Analyst,Analysis,us dolars,146668,146668.0,IN,SE,CT,Hybrid,MX,S
2021,Deep Learning,DL/AI,us dolars,149229,149229.0,UK,SE,PT,Remote,US,M
2020,Statistician,Analysis ,INR,189636,2560.086,UK,EN,FT,In-person,IN,M
2020,Data Engineer,Data Engineer,GBP,126342,164244.6,CN,EX,CT,Remote,UK,S
2021,Data Analyst,Analysis,EUR,119928,146312.16,JP,SE,PT,In-person,DE,S
2021,Data Scientist,Data Science,INR,58087,778.3658,IN,EN,CT,In-person,IN,M
2022,Data Analyst,Analysis,us dolars,139844,139844.0,US,SE,PT,Hybrid,MX,S
2020,Data Engineer,Data Engineer,INR,42803,577.8405,DE,EN,FL,Remote,IN,S
2021,Deep Learning,DL/AI,us dolars,96761,96761.0,IN,MI,PT,Remote,US,L
2020,Data Scientist,Data Science,us dolars,158574,158574.0,US,EX,CT,In-person,CN,M
2021,Data Scientist,Data Science,us dolars,108579,108579.0,UK,SE,PT,Remote,US,M
2021,Machine Learning,ML/AI,JPY,177235,1612.8385,MX,EN,PT,Remote,JP,L
2020,Data Analyst,Analysis,us dolars,66764,66764.0,CN,MI,CT,In-person,CN,S
2021,Statistician,Analysis ,us dolars,77055,77055.0,MX,MI,PT,Hybrid,CN,M
2021,Data Analyst,Analysis,us dolars,81599,81599.0,DE,MI,PT,Hybrid,MX,M
2022,Data Engineer,Data Engineer,us dolars,112787,112787.0,DE,SE,CT,Hybrid,CN,S
2021,Statistician,Analysis ,INR,69720,934.248,IN,EN,FL,In-person,IN,S
2021,Data Analyst,Analysis,JPY,123120,1120.392,JP,EN,FT,In-person,JP,M
2021,Machine Learning,ML/AI,us dolars,157976,157976.0,US,EX,FT,Hybrid,MX,S
2022,Data Engineer,Data Engineer,GBP,144067,177202.41,CN,EX,FT,In-person,UK,S
2020,Data Engineer,Data Engineer,us dolars,199924,199924.0,CN,EX,FT,Hybrid,MX,S
2022,Data Engineer,Data Engineer,us dolars,43219,43219.0,MX,EN,FT,Hybrid,US,L
2022,Statistician,Analysis ,us dolars,138508,138508.0,IN,SE,FT,Hybrid,CN,M
2020,Data Scientist,Data Science,us dolars,120351,120351.0,JP,SE,CT,Hybrid,CN,M
2022,Statistician,Analysis ,EUR,78865,84385.55,JP,MI,CT,Hybrid,DE,M
2020,Data Analyst,Analysis,INR,84457,1140.1695,JP,EN,CT,Remote,IN,S
2022,Data Scientist,Data Science,us dolars,120159,120159.0,DE,SE,PT,Remote,MX,S
2020,Data Analyst,Analysis,INR,197889,2671.5015,US,EN,FL,Hybrid,IN,L
2021,Data Scientist,Data Science,JPY,123391,1122.8581000000001,US,EN,FL,Hybrid,JP,L
2022,Statistician,Analysis ,us dolars,80400,80400.0,MX,MI,FT,Hybrid,US,M
2022,Data Engineer,Data Engineer,us dolars,66258,66258.0,IN,MI,FT,In-person,CN,L
2022,Machine Learning,ML/AI,us dolars,141466,141466.0,UK,SE,CT,Hybrid,CN,L
2022,Data Engineer,Data Engineer,JPY,179353,1542.4358,IN,EN,FL,In-person,JP,S
2021,Statistician,Analysis ,us dolars,107264,107264.0,US,SE,PT,In-person,MX,M
2022,Data Scientist,Data Science,INR,199795,2497.4375,MX,EN,PT,Hybrid,IN,M
2021,Data Engineer,Data Engineer,us dolars,171234,171234.0,DE,EX,CT,Remote,US,L
2021,Statistician,Analysis ,INR,138877,1860.9518,IN,EN,FT,In-person,IN,S
2021,Data Analyst,Analysis,us dolars,41338,41338.0,MX,EN,FL,Hybrid,US,L
2021,AI Engineer,CV/AI,us dolars,41675,41675.0,UK,EN,PT,Remote,MX,L
2020,Data Engineer,Data Engineer,INR,119606,1614.681,CN,EN,FT,Remote,IN,M
2020,Data Scientist,Data Science,EUR,50080,59094.399999999994,IN,MI,FL,Hybrid,DE,S
2022,Data Analyst,Analysis,us dolars,43936,43936.0,MX,EN,PT,Hybrid,CN,L
2020,Statistician,Analysis ,us dolars,40019,40019.0,JP,EN,FT,In-person,MX,S
2020,AI Engineer,CV/AI,us dolars,118304,118304.0,UK,SE,PT,Remote,MX,S
2022,Data Scientist,Data Science,JPY,34486,296.5796,JP,EN,FT,In-person,JP,L
2022,Statistician,Analysis ,us dolars,112021,112021.0,DE,SE,FT,In-person,US,M
2022,Statistician,Analysis ,JPY,148411,1276.3346,US,EN,FT,In-person,JP,L
2020,Data Engineer,Data Engineer,us dolars,180184,180184.0,IN,EX,FL,In-person,US,M
2020,Data Engineer,Data Engineer,us dolars,81697,81697.0,MX,MI,CT,In-person,MX,M
2022,Data Scientist,Data Science,us dolars,85998,85998.0,IN,MI,FT,Remote,US,M
2021,Statistician,Analysis ,us dolars,139537,139537.0,JP,SE,FT,Remote,CN,M
2022,Data Engineer,Data Engineer,us dolars,127816,127816.0,JP,SE,PT,Hybrid,US,M
2021,AI Engineer,CV/AI,INR,56576,758.1184000000001,US,EN,PT,In-person,IN,M
2021,Machine Learning,ML/AI,GBP,138064,190528.31999999998,MX,EX,FL,Hybrid,UK,L
2022,Statistician,Analysis ,INR,111238,1390.4750000000001,IN,EN,CT,In-person,IN,S
2022,Data Engineer,Data Engineer,GBP,182392,224342.16,MX,EX,PT,Remote,UK,L
2022,Data Scientist,Data Science,us dolars,155885,155885.0,US,EX,FL,Hybrid,CN,S
2020,Data Scientist,Data Science,us dolars,95729,95729.0,JP,MI,FL,In-person,CN,L
2021,Data Scientist,Data Science,INR,120853,1619.4302,CN,EN,FL,Remote,IN,S
2020,Machine Learning,ML/AI,GBP,151992,197589.6,MX,EX,FT,In-person,UK,L
2020,Data Engineer,Data Engineer,us dolars,59144,59144.0,JP,MI,CT,In-person,MX,M
2022,Data Engineer,Data Engineer,us dolars,155143,155143.0,UK,EX,CT,Remote,CN,S
2020,Machine Learning,ML/AI,us dolars,107148,107148.0,JP,SE,CT,Hybrid,US,L
2022,Data Scientist,Data Science,us dolars,49307,49307.0,JP,EN,FT,In-person,US,M
2021,Data Scientist,Data Science,GBP,90598,125025.23999999999,MX,SE,FT,Hybrid,UK,L
2022,Statistician,Analysis ,GBP,180695,222254.85,CN,EX,PT,In-person,UK,S
2020,Data Analyst,Analysis,JPY,181321,1704.4174,US,EN,PT,In-person,JP,L
2020,Data Engineer,Data Engineer,us dolars,121810,121810.0,UK,SE,PT,Remote,US,L
2022,Data Engineer,Data Engineer,INR,132870,1660.875,UK,EN,FL,Hybrid,IN,M
2022,Data Engineer,Data Engineer,JPY,102131,878.3266,IN,EN,CT,In-person,JP,S
2020,Data Analyst,Analysis,us dolars,124138,124138.0,CN,SE,FT,Hybrid,MX,M
2021,Statistician,Analysis ,GBP,199449,275239.62,DE,EX,PT,In-person,UK,S
2021,Data Analyst,Analysis,us dolars,133412,133412.0,IN,SE,FL,Hybrid,MX,M
2022,Data Scientist,Data Science,us dolars,64551,64551.0,IN,MI,FT,Hybrid,CN,S
2021,Data Scientist,Data Science,INR,72926,977.2084,IN,EN,FL,In-person,IN,M
2020,Data Engineer,Data Engineer,EUR,120214,141852.52,UK,SE,FL,In-person,DE,M
2022,AI Engineer,CV/AI,EUR,117750,125992.50000000001,US,SE,FL,In-person,DE,M
2020,Data Engineer,Data Engineer,us dolars,68599,68599.0,MX,MI,CT,In-person,MX,M
2020,AI Engineer,CV/AI,us dolars,139490,139490.0,JP,SE,FT,In-person,MX,S
2021,Data Analyst,Analysis,us dolars,123330,123330.0,UK,SE,FT,Remote,CN,S
2022,Data Scientist,Data Science,EUR,52593,56274.51,JP,MI,FL,Remote,DE,S
